 2017-01-03 22:10:41,371 [P15516/D2/T23] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username abright2012@gmail.com from IP address ::1
 2017-01-03 22:10:41,375 [P15516/D2/T23] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: abright2012@gmail.com logged in from IP address ::1
 2017-01-03 22:10:41,777 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-01-03 22:10:41,779 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 2ms)
 2017-01-03 22:10:42,328 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-01-03 22:10:42,329 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 1ms)
 2017-01-03 22:10:42,724 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-01-03 22:10:42,725 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-01-03 22:10:42,731 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-01-03 22:10:42,739 [P15516/D2/T23] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 8ms)
 2017-01-03 22:10:43,481 [P15516/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-01-03 22:10:43,483 [P15516/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 2ms)
 2017-01-03 22:10:59,486 [P15516/D2/T9] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content ' (1)' with Id '1410' has been unpublished.
 2017-01-03 22:11:00,477 [P15516/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2017-01-03 22:11:00,479 [P15516/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 2ms)
 2017-01-03 22:11:04,618 [P15516/D2/T14] INFO  umbraco.content - Save Xml to file...
 2017-01-03 22:11:04,640 [P15516/D2/T14] INFO  umbraco.content - Saved Xml to file.
 2017-01-03 22:11:26,182 [P15516/D2/T31] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content '' with Id '1409' has been unpublished.
 2017-01-03 22:11:31,398 [P15516/D2/T37] INFO  umbraco.content - Save Xml to file...
 2017-01-03 22:11:31,414 [P15516/D2/T37] INFO  umbraco.content - Saved Xml to file.
 2017-01-03 22:13:34,294 [P15516/D2/T43] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-01-03 22:15:30,912 [P15516/D2/T55] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-01-03 22:18:09,339 [P15516/D2/T57] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-01-03 22:19:02,574 [P15516/D2/T18] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-01-03 22:30:15,753 [P15516/D2/T18] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: abright2012@gmail.com, IP Address: ::1
 2017-01-03 22:44:09,386 [P15516/D2/T126] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt failed for username abright2012@gmail.com from IP address ::1
 2017-01-03 22:44:18,491 [P15516/D2/T134] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username abright2012@gmail.com from IP address ::1
 2017-01-03 22:44:18,491 [P15516/D2/T134] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: abright2012@gmail.com logged in from IP address ::1
 2017-01-03 22:53:31,758 [P15516/D2/T136] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content '22 Bridge Street' with Id '1407' has been published.
 2017-01-03 22:53:38,055 [P15516/D2/T146] INFO  umbraco.content - Save Xml to file...
 2017-01-03 22:53:38,062 [P15516/D2/T146] INFO  umbraco.content - Saved Xml to file.
 2017-01-03 22:54:40,729 [P15516/D2/T138] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content '22 Bridge Street' with Id '1407' has been published.
 2017-01-03 22:54:45,940 [P15516/D2/T136] INFO  umbraco.content - Save Xml to file...
 2017-01-03 22:54:45,952 [P15516/D2/T136] INFO  umbraco.content - Saved Xml to file.
 2017-01-03 23:14:11,256 [P15516/D2/T115] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: abright2012@gmail.com, IP Address: ::1
 2017-01-03 23:14:16,270 [P15516/D2/T98] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: abright2012@gmail.com, IP Address: ::1
 2017-01-03 23:14:24,386 [P15516/D2/T38] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username abright2012@gmail.com from IP address ::1
 2017-01-03 23:14:24,386 [P15516/D2/T38] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: abright2012@gmail.com logged in from IP address ::1
 2017-01-03 23:19:34,244 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2017-01-03 23:19:34,244 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2017-01-03 23:19:34,246 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2017-01-03 23:19:34,246 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2017-01-03 23:19:34,249 [P15516/D2/T105] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2017-01-03 23:19:34,256 [P15516/D2/T113] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2017-01-03 23:19:34,302 [P15516/D2/T137] INFO  Umbraco.Core.MainDom - Stopping...
 2017-01-03 23:19:34,334 [P15516/D2/T137] INFO  Umbraco.Core.MainDom - Released MainDom.
 2017-01-03 23:19:34,335 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2017-01-03 23:19:34,335 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2017-01-03 23:19:34,335 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2017-01-03 23:19:34,335 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2017-01-03 23:19:34,335 [P15516/D2/T122] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2017-01-03 23:19:34,335 [P15516/D2/T122] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2017-01-03 23:19:34,336 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2017-01-03 23:19:34,336 [P15516/D2/T137] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2017-01-03 23:19:34,337 [P15516/D2/T16] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2017-01-03 23:19:38,020 [P15516/D3/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.6 application starting on FREELANCE-PC
 2017-01-03 23:19:38,046 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-01-03 23:19:38,057 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 11ms)
 2017-01-03 23:19:38,144 [P15516/D3/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-01-03 23:19:38,147 [P15516/D3/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-01-03 23:19:38,154 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-01-03 23:19:38,267 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 113ms)
 2017-01-03 23:19:38,367 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-01-03 23:19:38,369 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 2ms)
 2017-01-03 23:19:38,370 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-01-03 23:19:38,375 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 4ms)
 2017-01-03 23:19:38,400 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-01-03 23:19:38,467 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 66ms)
 2017-01-03 23:19:38,468 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-01-03 23:19:38,505 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 36ms)
 2017-01-03 23:19:38,664 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-01-03 23:19:38,667 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 3ms)
 2017-01-03 23:19:38,669 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-01-03 23:19:38,672 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 2ms)
 2017-01-03 23:19:39,938 [P15516/D3/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-01-03 23:19:40,403 [P15516/D3/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-01-03 23:19:40,480 [P15516/D3/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-01-03 23:19:40,616 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-01-03 23:19:40,621 [P15516/D3/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 4ms)
 2017-01-03 23:19:40,903 [P15516/D3/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-01-03 23:19:40,904 [P15516/D3/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-01-03 23:19:40,991 [P15516/D3/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-01-03 23:19:41,087 [P15516/D3/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 3196ms)
 2017-01-03 23:19:42,953 [P15516/D3/T38] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53086/umbraco (UmbracoModule request)
 2017-01-03 23:19:42,953 [P15516/D3/T136] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53086/umbraco (UmbracoModule request)
 2017-01-03 23:19:43,870 [P15516/D3/T38] INFO  umbraco.content - Load Xml from file...
 2017-01-03 23:19:43,873 [P15516/D3/T38] INFO  umbraco.content - Loaded Xml from file.
 2017-01-03 23:19:44,010 [P15516/D3/T136] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2017-01-03 23:19:44,012 [P15516/D3/T136] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 1ms)
 2017-01-03 23:19:44,321 [P15516/D3/T136] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-01-03 23:19:44,324 [P15516/D3/T136] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 3ms)
 2017-01-03 23:19:44,332 [P15516/D3/T136] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-01-03 23:19:44,336 [P15516/D3/T136] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 3ms)
 2017-01-03 23:19:45,557 [P15516/D3/T38] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-01-03 23:19:45,564 [P15516/D3/T38] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 6ms)
 2017-01-03 23:19:51,803 [P15516/D3/T108] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2017-01-03 23:20:04,432 [P15516/D2/T129] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: MaxRecompilationsReached

_shutDownMessage=Recompilation limit of 15 reached
HostingEnvironment initiated shutdown
HostingEnvironment caused shutdown

_shutDownStack=   at System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   at System.Environment.get_StackTrace()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   at System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   at System.Web.Compilation.DiskBuildResultCache.ShutdownCallBack(Object state)
   at System.Threading.QueueUserWorkItemCallback.WaitCallback_Context(Object state)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
 2017-01-03 23:20:43,891 [P15516/D3/T143] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-01-02 23:20:43
 2017-01-03 23:33:58,519 [P15516/D3/T141] INFO  Umbraco.Core.Logging.OwinLogger - Event Id: 0, state: User logged will be logged out due to timeout: abright2012@gmail.com, IP Address: ::1
